"Year";"Regime";"Regime Name";"Absolute number of sanctions";"Cumulative number of sanctions"
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUS";"RUS";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2022;"RUSDA";"RUSDA";0;0
2023;"IRQ";"IRAQ";0;75
2023;"TERR";"TERRORIST GROUPS";0;13
2023;"TAQA";"AL-QAEDA";0;321
2023;"AFG";"AFGHANISTAN";0;140
2023;"COD";"DEMOCRATIC REPUBLIC OF CONGO";9;64
2023;"SDN";"SUDAN";0;3
2023;"BLR";"BELARUS";41;269
2023;"IRN";"IRAN";185;453
2023;"PRK";"NORTH KOREA";0;209
2023;"GIN";"GUINEA";0;5
2023;"SOM";"SOMALIA";1;16
2023;"TUN";"TUNISIA";8;30
2023;"LBY";"LIBYA";0;50
2023;"SYR";"SYRIAN ARAB REPUBLIC";33;367
2023;"GNB";"GUINEA-BISSAU";0;6
2023;"UKR";"UKRAINE";386;1915
2023;"CAF";"CENTRAL AFRICAN REPUBLIC";0;14
2023;"YEM";"YEMEN";0;5
2023;"SSD";"SOUTH SUDAN";0;9
2023;"BDI";"BURUNDI";0;1
2023;"VEN";"VENEZUELA";0;54
2023;"MMR";"MYANMAR/BURMA";29;124
2023;"EUAQ";"EU AUTONOMOUS AL-QAEDA";2;18
2023;"CHEM";"CHEMICAL WEAPONS";0;28
2023;"NIC";"NICARAGUA";0;23
2023;"CYB";"CYBER-ATTACKS";0;12
2023;"TUR";"TURKEY";0;1
2023;"HR";"HUMAN RIGHTS";65;86
2023;"MLI";"MALI";1;4
2023;"HTI";"HAÏTI";0;1
2023;"MDA";"MOLDOVA";5;5
2023;"HAM";"HAMAS AND PALESTINIAN ISLAMIC JIHAD";0;0
2023;"SDNZ";"SUDAN EU AUTONOMOUS";0;0
2023;"GTM";"GUATEMALA";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUS";"RUS";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2023;"RUSDA";"RUSDA";0;0
2024;"IRQ";"IRAQ";0;75
2024;"TERR";"TERRORIST GROUPS";1;14
2024;"TAQA";"AL-QAEDA";0;321
2024;"AFG";"AFGHANISTAN";0;140
2024;"COD";"DEMOCRATIC REPUBLIC OF CONGO";10;74
2024;"SDN";"SUDAN";0;3
2024;"BLR";"BELARUS";55;324
2024;"IRN";"IRAN";29;482
2024;"PRK";"NORTH KOREA";10;219
2024;"GIN";"GUINEA";0;5
2024;"SOM";"SOMALIA";3;19
2024;"TUN";"TUNISIA";0;30
2024;"LBY";"LIBYA";0;50
2024;"SYR";"SYRIAN ARAB REPUBLIC";14;381
2024;"GNB";"GUINEA-BISSAU";0;6
2024;"UKR";"UKRAINE";405;2320
2024;"CAF";"CENTRAL AFRICAN REPUBLIC";0;14
2024;"YEM";"YEMEN";0;5
2024;"SSD";"SOUTH SUDAN";0;9
2024;"BDI";"BURUNDI";0;1
2024;"VEN";"VENEZUELA";0;54
2024;"MMR";"MYANMAR/BURMA";4;128
2024;"EUAQ";"EU AUTONOMOUS AL-QAEDA";3;21
2024;"CHEM";"CHEMICAL WEAPONS";0;28
2024;"NIC";"NICARAGUA";1;24
2024;"CYB";"CYBER-ATTACKS";6;18
2024;"TUR";"TURKEY";0;1
2024;"HR";"HUMAN RIGHTS";63;149
2024;"MLI";"MALI";0;4
2024;"HTI";"HAÏTI";3;4
2024;"MDA";"MOLDOVA";13;18
2024;"HAM";"HAMAS AND PALESTINIAN ISLAMIC JIHAD";15;15
2024;"SDNZ";"SUDAN EU AUTONOMOUS";14;14
2024;"GTM";"GUATEMALA";5;5
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUS";"RUS";20;20
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2024;"RUSDA";"RUSDA";19;19
2025;"IRQ";"IRAQ";1;76
2025;"TERR";"TERRORIST GROUPS";21;35
2025;"TAQA";"AL-QAEDA";0;321
2025;"AFG";"AFGHANISTAN";0;140
2025;"COD";"DEMOCRATIC REPUBLIC OF CONGO";10;84
2025;"SDN";"SUDAN";0;3
2025;"BLR";"BELARUS";40;364
2025;"IRN";"IRAN";14;496
2025;"PRK";"NORTH KOREA";0;219
2025;"GIN";"GUINEA";0;5
2025;"SOM";"SOMALIA";0;19
2025;"TUN";"TUNISIA";0;30
2025;"LBY";"LIBYA";0;50
2025;"SYR";"SYRIAN ARAB REPUBLIC";0;381
2025;"GNB";"GUINEA-BISSAU";0;6
2025;"UKR";"UKRAINE";214;2534
2025;"CAF";"CENTRAL AFRICAN REPUBLIC";0;14
2025;"YEM";"YEMEN";0;5
2025;"SSD";"SOUTH SUDAN";0;9
2025;"BDI";"BURUNDI";0;1
2025;"VEN";"VENEZUELA";15;69
2025;"MMR";"MYANMAR/BURMA";0;128
2025;"EUAQ";"EU AUTONOMOUS AL-QAEDA";1;22
2025;"CHEM";"CHEMICAL WEAPONS";3;31
2025;"NIC";"NICARAGUA";0;24
2025;"CYB";"CYBER-ATTACKS";3;21
2025;"TUR";"TURKEY";0;1
2025;"HR";"HUMAN RIGHTS";19;168
2025;"MLI";"MALI";0;4
2025;"HTI";"HAÏTI";3;7
2025;"MDA";"MOLDOVA";10;28
2025;"HAM";"HAMAS AND PALESTINIAN ISLAMIC JIHAD";0;15
2025;"SDNZ";"SUDAN EU AUTONOMOUS";4;18
2025;"GTM";"GUATEMALA";4;9
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUS";"RUS";33;53
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
2025;"RUSDA";"RUSDA";43;62
